NOMBRE_ARV,SIGLAS_ARV,TIPO,TIPO_ENTIDAD_PADRE,TIPO_ENTIDAD_HIJO,ENTIDAD_COMPRADORA,UNIDAD_COMPRADORA,NUMERO_CONCURSO,DESCRIPCION,ORIGEN_FONDO,MODALIDAD,SUBMODALIDAD,NIT,NOMBRE_PROVEEDOR,MONTO,CANTIDAD,UNIDAD_MEDIDA,CANTIDAD_MULTIPLICADA_POR_UNIDADES,PRECIO_UNITARIO,FECHA_PUBLICACION,MES_PUBLICACION,ANO_PUBLICACION,FECHA_ADJUDICACION,MES_ADJUDICACION,ANO_ADJUDICACION,CATEGORIA,ESTATUS_CONCURSO,URL,MARCA
TENOFOVIR 300MG+EMTRICITABINA 200MG,TDF300+FTC200,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,5033160,"ADQUISICION DE EMTRICITABINA/TENOFOVIR 200MG/300MG, MSPAS No. 2016-ROO-CD-1778",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,60496355,"STENDHAL, SOCIEDAD ANONIMA",44632.00,2800,TABLETA ,2800,15.94,17/06/2016 10:24:51,6,2016,21/06/2016 14:27:48,6,2016,Salud e insumos hospitalarios,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=5033160,
ZIDOVUDINA SOLUCION,AZTiny,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,5140951,COMPRA DE 150 VIALESDE ZIDOVUDINA10 mg/ml SOLUCIONINYECTABLEPARA EL PROGRAMA NACIONAL DEPREVENCION Y CONTROL DE ITS/VIH/SIDA,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,22345388,"J.I. COHEN, SOCIEDAD ANONIMA",14340.00,150,unidad ,150,95.60,19/07/2016 10:07:38,7,2016,04/08/2016 15:45:34,8,2016,"Alimentos y semillas,Otros tipos de bienes o servicios,Salud e insumos hospitalarios",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=5140951,
EFAVIRENZ 200MG,EFV200,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,5178754,Efavirenz 200mg,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,57908877,"SOLMEDICA, SOCIEDAD ANONIMA",89775.00,16900,,16900,5.31,18/11/2011 19:09:32,11,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E5178754,
EFAVIRENZ 200MG,EFV200,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,5275660,Compra de Efavirenz200 mg Solicitado: Departamento de Regulacion de los programas de Atencion a las Personas ITS/VIH/SIDA,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,57908877,"SOLMEDICA, SOCIEDAD ANONIMA",89775.00,,,,,28/11/2011 11:36:00,11,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E5275660,
MARAVIROC 150MG,MVC150,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6007465,"ADQUISICION DE 960 TABLETAS RECUBIERTAS DE MARAVIROC, CONCENTRACION 150 mg, FORMA FARMACEUTICA, VIA DE ADMINISTRACION ORAL.",,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,574260,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",87907.20,960,UNIDAD,960,91.57,2017-02-23,Febrero   ,2017,2017-02-28,Febrero   ,2017,Salud e insumos hospitalarios|Otros tipos de bienes o servicios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6007465,
DIDANOSINA 150MG,DDI,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6035159,"ADQUISICIÓN DE 68 FRASCOS (30 UNIDADES) DE DIDANOSINA CONCENTRACIÓN 250 MG, PRESENTACIÓN CÁPSULA, VÍA DE ADMINISTRACIÓN ORAL.",,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,55792839,"MEDICAMENTOS AVANZADOS, SOCIEDAD ANONIMA",89005.20,68,FRASCO 60 UNIDADES,4080,1308.90,2017-03-03,Marzo     ,2017,2017-03-08,Marzo     ,2017,Salud e insumos hospitalarios|Otros tipos de bienes o servicios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6035159,
ABACAVIR 20MG/ML,ABCsol,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6176003,"Compra de 316 Abacavir sulfato. Concentración 20mg/ml, forma farmacéutica solución, vía de administración oral, presentación Frasco 240 mililitro (ml)",,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,574260,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",81828.20,316,FRASCO 240 ML,316,258.95,2017-04-05,Abril     ,2017,2017-04-07,Abril     ,2017,Salud e insumos hospitalarios|Otros tipos de bienes o servicios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6176003,
MARAVIROC 150MG,MVC150,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6364519,"960 TABLETAS DE MARAVIROC CONCENTRACION: 150 MG. FORMA FARMACEUTICA : TABLETA RECUBIERTA, VIA DE ADMINISTRACION ORAL",,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,574260,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",88070.40,960,UNIDAD,960,91.74,2017-05-23,Mayo      ,2017,2017-05-29,Mayo      ,2017,Salud e insumos hospitalarios|Otros tipos de bienes o servicios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6364519,
DIDANOSINA 250MG,DDI,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6476155,"ADQUISICIÓN DE DIDANOSINA 250 MG, PARA EL PROGRAMA NACIONAL DE PREVENCION Y CONTROL DE ITS, VIH Y SIDA.",,Cotización (Art. 38 LCE),,55792839,"MEDICAMENTOS AVANZADOS, SOCIEDAD ANONIMA",876963.00,670,FRASCO 30 UNIDADES,20100,1308.90,2017-08-03,Agosto    ,2017,2017-10-05,Octubre   ,2017,Salud e insumos hospitalarios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6476155,
MARAVIROC 150MG,MVC150,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6484506,"ADQUISICIÓN DE 9,000 UNIDADES DE MARAVIROC, CONCENTRACIÓN 150 MG, FORMA FARMACÉUTICA TABLETA RECUBIERTA, VÍA DE ADMINISTRACIÓN ORAL.<br />",,Cotización (Art. 38 LCE),,574260,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",826200.00,9000,UNIDAD,9000,91.80,2017-07-18,Julio     ,2017,2017-09-27,Septiembre,2017,Salud e insumos hospitalarios|Otros tipos de bienes o servicios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6484506,
ABACAVIR 20MG/ML,ABCsol,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,6637655,"ADQUISICION DE SULFATO ABACAVIR 20 MG/ML, MSPAS No. 2017-ROO-CD-2370",,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,574260,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",78000.00,300,UNIDAD,300,260.00,2017-07-31,Julio     ,2017,2017-08-07,Agosto    ,2017,Salud e insumos hospitalarios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6637655,
MARAVIROC 150MG,MVC150,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,6637663,"ADQUISICION DE MARAVIROC 150MG, MSPAS No. 2017-ROO-CD-2371",,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,574260,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",33591.60,360,TABLETA,360,93.31,2017-07-31,Julio     ,2017,2017-08-07,Agosto    ,2017,Salud e insumos hospitalarios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6637663,
DOLUTEGRAVIR 50MG,DGT50,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6667937,"Adquisición de 1,110  tabletas de Dolutegravir de 50mg .<br /><br />",,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,574260,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",88322.70,1110,UNIDAD,1110,79.57,2017-08-09,Agosto    ,2017,2017-08-17,Agosto    ,2017,Salud e insumos hospitalarios|Otros tipos de bienes o servicios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6667937,
TENOFOVIR 300 MG,TDF300,NOG,Sector Público,Administración Central ,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO ,6686842,"Adquisición de TENOFOVIR DISOPROPIL FUMARATE TABLETS 300 MG (Tenofovir disoproxil) que incluye flete y servicios administrativos, según convenio entre OPS y el MSPAS ",,Convenios y Tratados Internacionales (Art. 1 LCE),Adquisición Directa ,,ORGANIZACION SANITARIA PANAMERICANA,29571.90,1147,FRASCO 30 UNIDADES,34410,25.78,08/11/17 10:33,,2017,08/11/17 10:57,,#¡VALOR!,"Otros tipos de bienes o servicios, Salud e insumos hospitalarios, Seguros, fianzas y servicios bancarios, Transporte, repuestos y combustibles ",Terminado adjudicado ,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6686842&o=4,
LAMIVUDINA 150MG+NEVIRAPINA 200MG+ZIDOVUDINA 300MG,AZT300+3TC150+NVP200,NOG,Sector Público,Administración Central ,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO ,6688799,"Adquisición de 375 frascos de LAMIVUDINE 150MG + NEVIRAPINE 200MG + ZIDOVUDINE 300MG, que incluye: seguro, flete y gastos administrativos a OPS. Según: convenio entre MSPAS Y OPS ",,Convenios y Tratados Internacionales (Art. 1 LCE),Adquisición Directa ,,ORGANIZACION SANITARIA PANAMERICANA,16557.18,375,FRASCO 60 UNIDADES,22500,44.15,08/11/17 03:40,,2017,08/11/17 04:02,,#¡VALOR!,"Otros tipos de bienes o servicios, Salud e insumos hospitalarios, Seguros, fianzas y servicios bancarios, Transporte, repuestos y combustibles ",Terminado adjudicado ,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6688799&o=4,
ETRAVIRINA 100MG,ETV100,NOG,Sector Público,Administración Central ,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO ,6689493,"Adquisición de 210 frascos de Etravirina 200MG, Y 46 FRASCOS DE Etravirina 100MG. Que incluye:flete y gastos administrativos a OPS. Según convenio entre MSPAS y OPS ",,Convenios y Tratados Internacionales (Art. 1 LCE),Adquisición Directa ,,ORGANIZACION SANITARIA PANAMERICANA,142141.10,46,FRASCO 120 UNIDADES,5520,3090.02,08/11/17 03:42,,2017,08/11/17 04:10,,#¡VALOR!,"Otros tipos de bienes o servicios, Salud e insumos hospitalarios, Seguros, fianzas y servicios bancarios, Transporte, repuestos y combustibles ",Terminado adjudicado ,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6689493&o=4,
ETRAVIRINA 200MG,ETV200,NOG,Sector Público,Administración Central ,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO ,6689493,"Adquisición de 210 frascos de Etravirina 200MG, Y 46 FRASCOS DE Etravirina 100MG. Que incluye:flete y gastos administrativos a OPS. Según convenio entre MSPAS y OPS ",,Convenios y Tratados Internacionales (Art. 1 LCE),Adquisición Directa ,,ORGANIZACION SANITARIA PANAMERICANA,648905.04,210,FRASCO 60 UNIDADES,12600,3090.02,08/11/17 03:42,,2017,08/11/17 04:10,,#¡VALOR!,"Otros tipos de bienes o servicios, Salud e insumos hospitalarios, Seguros, fianzas y servicios bancarios, Transporte, repuestos y combustibles ",Terminado adjudicado ,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6689493&o=4,
EFAVIRENZ 200MG,EFV200,NOG,Sector Público,Administración Central ,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO ,6689833,Adquisición de 580 frascos de EFAVIRENZ 200MG. Que incluye: flete y gastos administrativos a OPS. Según convenio entre MSPAS y OPS ,,Convenios y Tratados Internacionales (Art. 1 LCE),Adquisición Directa ,,ORGANIZACION SANITARIA PANAMERICANA,23391.95,580,Botella 90,52200,40.33,08/11/17 03:33,,2017,08/11/17 03:57,,#¡VALOR!,"Otros tipos de bienes o servicios, Salud e insumos hospitalarios, Seguros, fianzas y servicios bancarios, Transporte, repuestos y combustibles ",Terminado adjudicado ,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6689833&o=4,"Concentración: 200mg, Forma farmacéutica: Cápsula, Vía de administración: Oral"
LOPINAVIR+RITONAVIR,LPV+RTV,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6690130,"Adquisición de 8,100 frascos de Lopinavir + ritonavir. que incluye: flete y gastos administrativos a OPS, según convenio entre MSPAS y OPS",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,3846273.56,8100,FRASCO 120 UNIDADES,972000,474.85,2017-08-11,Agosto    ,2017,2017-08-11,Agosto    ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6690130,
ABACAVIR 20MG/ML,ABCsol,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6706797,Adquisición de  346 Frascos  de 240ml  Abacavir sulfato  20mg/ml.,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,574260,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",89960.00,346,FRASCO 240 ML,346,260.00,2017-08-18,Agosto    ,2017,2017-08-23,Agosto    ,2017,Salud e insumos hospitalarios|Otros tipos de bienes o servicios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6706797,
DIDANOSINA 250MG,DDI,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6740103,Adquisición de 68 Frascos  (30 unidades) Didanosina 250mg.,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,55792839,"MEDICAMENTOS AVANZADOS, SOCIEDAD ANONIMA",89005.20,68,FRASCO 30 UNIDADES,2040,1308.90,2017-08-23,Agosto    ,2017,2017-08-29,Agosto    ,2017,Salud e insumos hospitalarios|Otros tipos de bienes o servicios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6740103,
ZIDOVUDINA 20ML,AZTiny,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6772897,ADQUISICION DE ZIDOVUDINE INFUSION SOL 10MG/ML 20ML (Zidovudina) QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS SEGUN CONVENIO ENTRE OPS Y MSPAS.,,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,16503.37,40,UNIDAD,40,412.58,2017-08-29,Agosto    ,2017,2017-08-29,Agosto    ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6772897,
DARUNAVIR 150MG,DRV150,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6773028,"ADQUISICION DE ETRAVIRINE 200 MG, DARUNAVIR 150MG Y DARUNAVIR 75MG, QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,185729.04,41,UNIDAD,41,4529.98,2017-08-29,Agosto    ,2017,2017-08-29,Agosto    ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6773028,
DARUNAVIR 75MG,DRV75,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6773028,"ADQUISICION DE ETRAVIRINE 200 MG, DARUNAVIR 150MG Y DARUNAVIR 75MG, QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,114223.36,21,UNIDAD,21,5439.21,2017-08-29,Agosto    ,2017,2017-08-29,Agosto    ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6773028,
ETRAVIRINA 200MG,ETV200,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6773028,"ADQUISICION DE ETRAVIRINE 200 MG, DARUNAVIR 150MG Y DARUNAVIR 75MG, QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,58504.65,60,UNIDAD,60,975.08,2017-08-29,Agosto    ,2017,2017-08-29,Agosto    ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6773028,
MARAVIROC 150MG,MVC150,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6813070,Adquisición de 960   Tabletas  de Maraviroc  concentración 150mg.,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,574260,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",89577.60,960,UNIDAD,960,93.31,2017-09-07,Septiembre,2017,2017-09-13,Septiembre,2017,Salud e insumos hospitalarios|Otros tipos de bienes o servicios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6813070,
RALTEGRAVIR 100MG,RAL100,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6852912,"ADQUISICIÓN DE RELTEGRAVIR 100MG TABLETS, BOTTLE/60 (Raltegravir Concentración: 100 mg, Forma farmacéutica: Tableta masticable, Vía de administración: Oral) QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,24678.82,60,UNIDAD,60,411.31,2017-09-20,Septiembre,2017,2017-09-20,Septiembre,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6852912,
ZIDOVUDINA 20ML,AZTiny,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,6852920,"ADQUISICIÓN DE ZIDOVUDINE INFUSION SOL 10MG/ML, AMPOULE/20ML (Zidovudina Concentración: 10mg/1ml, Forma farmacéutica: Solución inyectable) QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,6177.09,15,UNIDAD,15,411.81,2017-09-20,Septiembre,2017,2017-09-20,Septiembre,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=6852920,
LAMIVUDINA 150MG,3TC150,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7006802,"ADQUISICION DE EMTRICITABINE 200MG+TENOFOVIR 300MG, ACABAVIR 600MG+LAMIVIDINE 300MG, TENOFOVIR 300GM, ABACAVIR 300MG. QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS, SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,75595.37,4600,UNIDAD,4600,16.43,2017-10-11,Octubre   ,2017,2017-10-11,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7006802,
ABACAVIR 300MG,ABC300,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7006802,"ADQUISICION DE EMTRICITABINE 200MG+TENOFOVIR 300MG, ACABAVIR 600MG+LAMIVIDINE 300MG, TENOFOVIR 300GM, ABACAVIR 300MG. QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS, SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,69416.27,864,UNIDAD,864,80.34,2017-10-11,Octubre   ,2017,2017-10-11,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7006802,
ABACAVIR 600MG+LAMIVUDINA 300MG,ABC600+3TC300,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7006802,"ADQUISICION DE EMTRICITABINE 200MG+TENOFOVIR 300MG, ACABAVIR 600MG+LAMIVIDINE 300MG, TENOFOVIR 300GM, ABACAVIR 300MG. QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS, SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,652618.07,7008,UNIDAD,7008,93.12,2017-10-11,Octubre   ,2017,2017-10-11,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7006802,
TENOFOVIR 300MG,TDF300,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7006802,"ADQUISICION DE EMTRICITABINE 200MG+TENOFOVIR 300MG, ACABAVIR 600MG+LAMIVIDINE 300MG, TENOFOVIR 300GM, ABACAVIR 300MG. QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS, SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,173014.78,6768,UNIDAD,6768,25.56,2017-10-11,Octubre   ,2017,2017-10-11,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7006802,
EMTRICITABINA 200MG+TENOFOVIR 300MG,TDF300+FTC200,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7006802,"ADQUISICION DE EMTRICITABINE 200MG+TENOFOVIR 300MG, ACABAVIR 600MG+LAMIVIDINE 300MG, TENOFOVIR 300GM, ABACAVIR 300MG. QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS, SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,642593.47,18522,UNIDAD,18522,34.69,2017-10-11,Octubre   ,2017,2017-10-11,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7006802,
EFAVIRENZ 600MG+EMTRICITABINA 200MG+TENOFOVIR 300MG,EFV600+FTC200+TDF300,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7008872,ADQUISICION DE EFAVIRENZE 600 MG+EMTRICITABINE 200MG+TENOFOVIR 300MG QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.,,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,2427713.22,43418,UNIDAD,43418,55.91,2017-10-11,Octubre   ,2017,2017-10-11,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7008872,
